regulation_project_id;Срок, в течение которого разработчиком принимались предложения в связи проведением публичного обсуждения проекта акта
83724;[o_13_2_2]
83726;[o_13_2_1]
83726;[o_13_2_2]
83729;[o_ | 20 | _2_1]
83729;[o_ | 20 | _2_2]
83730;-
83730;-
83732;[o_19_2_1]
83732;[o_19_2_2]
83733;[o_19_2_1]
83733;[o_19_2_2]
83734;[o_ | 20 | _2_1]
83734;[o_ | 20 | _2_2]
83737;[o_ | 20 | _2_1]
83737;[o_ | 20 | _2_2]
83738;[o_ | 20 | _2_1]
83738;[o_ | 20 | _2_2]
83745;[o_ | 20 | _2_1]
83745;[o_ | 20 | _2_2]
83753;[o_ | 20 | _2_1]
83753;[o_ | 20 | _2_2]
83755;[o_13_2_1]
83755;[o_13_2_2]
83770;[o_19_2_1]
83770;[o_19_2_2]
83778;07.09.2018 
83778;27.09.2018 
83781;"07.09.2018; 15.11.2018 "
83781;"27.09.2018; 28.11.2018 "
83782;[o_19_2_1]
83782;[o_19_2_2]
83788;10/09/2018
83788;17/09/2018
83794;-
83794;-
83803;28.05.2019 г.
83803;10.06.2019 г.
83810;[o_ | 20 | _2_1]
83810;[o_ | 20 | _2_2]
83814;[o_19_2_1]
83814;[o_19_2_2]
83816;[o_13_2_1]
83816;[o_13_2_2]
83818;[o_ | 20 | _2_1]
83818;[o_ | 20 | _2_2]
83823;[o_13_2_1]
83823;[o_13_2_2]
83852;[o_19_2_1]
83852;[o_19_2_2]
83855;[o_19_2_1]
83855;[o_19_2_2]
83881;05.12.2018
83881;25.12.2018
83883;[o_19_2_1]
83883;[o_19_2_2]
83894;30.10.2019
83894;11.11.2019
83902;[o_ | 20 | _2_1]
83902;[o_ | 20 | _2_2]
83906;[o_ | 20 | _2_1]
83906;[o_ | 20 | _2_2]
83907;[o_ | 20 | _2_1]
83907;[o_ | 20 | _2_2]
83911;-
83911;-
83924;[o_13_2_1]
83924;[o_13_2_2]
83928;[o_19_2_1]
83928;[o_19_2_2]
83939;[o_13_2_1]
83939;[o_13_2_2]
83945;[o_19_2_1]
83945;[o_19_2_2]
83950;-
83950;-
83952;13.09.2018 
83952;03.10.2018 
83958;отсутствует
83958;отсутствует
83971;5 октября 2018 г.
83971;1 ноября 2018 г.
83974;[o_19_2_1]
83974;[o_19_2_2]
83991;отсутствует
83991;отсутствует
84004;[o_13_2_1]
84004;[o_13_2_2]
84021;[o_19_2_1]
84021;[o_19_2_2]
84039;[o_19_2_1]
84039;[o_19_2_2]
84041;[o_ | 20 | _2_1]
84041;[o_ | 20 | _2_2]
84044;[o_13_2_1]
84044;[o_13_2_2]
84047;[o_19_2_1]
84047;[o_19_2_2]
84048;[o_13_2_1]
84048;[o_13_2_2]
84075;[o_19_2_1]
84075;[o_19_2_2]
84088;[o_19_2_1]
84088;[o_19_2_2]
84096;[o_13_2_1]
84096;[o_13_2_2]
84098;[o_19_2_1]
84098;[o_19_2_2]
84113;-
84113;-
84116;[o_19_2_1]
84116;[o_19_2_2]
84122;[o_13_2_1]
84122;[o_13_2_2]
84157;[o_19_2_1]
84157;[o_19_2_2]
84160;[o_13_2_1]
84160;[o_13_2_2]
84169;__ август 2018 г.
84169;__ сентябрь 2018 г.
84172;[o_13_2_1]
84172;[o_13_2_2]
84176;[o_19_2_1]
84176;[o_19_2_2]
84177;отсутствует
84177;отсутствует
84180;[o_19_2_1]
84180;[o_19_2_2]
84181;[o_19_2_1]
84181;[o_19_2_2]
84185;[o_19_2_1]
84185;[o_19_2_2]
84192;[o_19_2_1]
84192;[o_19_2_2]
84193;[o_ | 20 | _2_1]
84193;[o_ | 20 | _2_2]
84201;[o_ | 20 | _2_1]
84201;[o_ | 20 | _2_2]
84203;[o_19_2_1]
84203;[o_19_2_2]
84205;[o_13_2_1]
84205;[o_13_2_2]
84207;[o_ | 20 | _2_1]
84207;[o_ | 20 | _2_2]
84227;[o_19_2_1]
84227;[o_19_2_2]
84247;[o_19_2_1]
84247;[o_19_2_2]
84254;[o_13_2_1]
84254;[o_13_2_2]
84260;17 октября 2018 г.
84260;26 октября 2018 г.
84262;-
84262;-
84267;-
84267;-
84271;[o_19_2_1]
84271;[o_19_2_2]
84274;[o_19_2_1]
84274;[o_19_2_2]
84275;[o_13_2_1]
84275;[o_13_2_2]
84276;-
84276;-
84290;[o_13_2_1]
84290;[o_13_2_2]
84291;отсутствует
84291;отсутствует
84295;-
84295;-
84299;[o_13_2_1]
84299;[o_13_2_2]
84306;-
84306;-
84308;[o_13_2_1]
84308;[o_13_2_2]
84311; 1.03. 2019
84311;15.03.2019
84320;26.09.2018
84320;17.10.2018
84331;отсутствует
84331;отсутствует
84336;-
84336;-
84339;26.10.2018
84339;16.11.2018
84343;[o_19_2_1]
84343;[o_19_2_2]
84345;[o_13_2_1]
84345;[o_13_2_2]
84346;[o_19_2_1]
84346;[o_19_2_2]
84350;[o_13_2_1]
84350;[o_13_2_2]
84354;[o_19_2_1]
84354;[o_19_2_2]
84359;[o_19_2_1]
84359;[o_19_2_2]
84363;[o_13_2_1]
84363;[o_13_2_2]
84379;27.09.2018
84379;17.10.2018
84382;[o_19_2_1]
84382;[o_19_2_2]
84384;14.11.2017
84384;28.11.2017
84386;[o_19_2_1]
84386;[o_19_2_2]
84406;[o_13_2_1]
84406;[o_13_2_2]
84408;[o_19_2_1]
84408;[o_19_2_2]
84410;-
84410;-
84411;28/09/2018
84411;28/10/2018
84414;[o_19_2_1]
84414;[o_19_2_2]
84415;[o_19_2_1]
84415;[o_19_2_2]
84417;28.09.2018
84417;11.10.2018
84423;28.09.2018
84423;11.10.2018
84424;[o_19_2_1]
84424;[o_19_2_2]
84425;[o_19_2_1]
84425;[o_19_2_2]
84428;[o_19_2_1]
84428;[o_19_2_2]
84443;28.09.2018
84443;18.10.2018
84452;[o_19_2_1]
84452;[o_19_2_2]
84461;-
84461;-
84468;01.10.2018
84468;12.10.2018
84472;[o_19_2_1]
84472;[o_19_2_2]
84489;-
84489;-
84490;[o_19_2_1]
84490;[o_19_2_2]
84493;[o_19_2_1]
84493;[o_19_2_2]
84496;-
84496;-
84506;[o_13_2_1]
84506;[o_13_2_2]
84508;[o_13_2_1]
84508;[o_13_2_2]
84510;-
84510;-
84518;[o_19_2_1]
84518;[o_19_2_2]
84520;[o_ | 20 | _2_1]
84520;[o_ | 20 | _2_2]
84534;[o_ | 20 | _2_1]
84534;[o_ | 20 | _2_2]
84550;[o_19_2_1]
84550;[o_19_2_2]
84553;[o_19_2_1]
84553;[o_19_2_2]
84557;[o_19_2_1]
84557;[o_19_2_2]
84558;[o_ | 20 | _2_1]
84558;[o_ | 20 | _2_2]
84559;[o_13_2_1]
84559;[o_13_2_2]
84560;[o_13_2_1]
84560;[o_13_2_2]
84566;[o_19_2_1]
84566;[o_19_2_2]
84572;[o_19_2_1]
84572;[o_19_2_2]
84577;[o_ | 20 | _2_1]
84577;[o_ | 20 | _2_2]
84593;4.10.2018
84593;24.10.2018
84599;[o_19_2_1]
84599;[o_19_2_2]
84610;[o_19_2_1]
84610;[o_19_2_2]
84617;[o_ | 20 | _2_1]
84617;[o_ | 20 | _2_2]
84624;05.10.2018
84624;18.10.2018
84630;05.10.2018
84630;18.10.2018
84634;05.10.2018
84634;26.10.2018
84636;октябрь 2018 г.
84636;октябрь 2018 г.
84640;[o_19_2_1]
84640;[o_19_2_2]
84641;-
84641;-
84647;[o_19_2_1]
84647;[o_19_2_2]
84648;-
84648;-
84654;[o_19_2_1]
84654;[o_19_2_2]
84657;[o_19_2_1]
84657;[o_19_2_2]
84662;03 октябрь 2019 г.
84662;16 октябрь 2019 г.
84666;[o_19_2_1]
84666;[o_19_2_2]
84673;[o_ | 20 | _2_1]
84673;[o_ | 20 | _2_2]
84688;[o_ | 20 | _2_1]
84688;[o_ | 20 | _2_2]
84692;-
84692;-
84693;[o_19_2_1]
84693;[o_19_2_2]
84698;[o_19_2_1]
84698;[o_19_2_2]
84699;[o_19_2_1]
84699;[o_19_2_2]
84700;-
84700;-
84707;-
84707;--
84708;[o_19_2_1]
84708;[o_19_2_2]
84709; 
84709; 
84720;[o_13_2_1]
84720;[o_13_2_2]
84729;[o_19_2_1]
84729;[o_19_2_2]
84734;[o_13_2_1]
84734;[o_13_2_2]
84737;[o_19_2_1]
84737;[o_19_2_2]
84743;[o_ | 20 | _2_1]
84743;[o_ | 20 | _2_2]
84748;[o_13_2_1]
84748;[o_13_2_2]
84755;[o_ | 20 | _2_1]
84755;[o_ | 20 | _2_2]
84759;-
84759;-
84760;[o_19_2_1]
84760;[o_19_2_2]
84761;[o_13_2_1]
84761;[o_13_2_2]
84764;[o_13_2_1]
84764;[o_13_2_2]
84769;[o_13_2_1]
84769;[o_13_2_2]
84787;[o_19_2_1]
84787;[o_19_2_2]
84790;[o_19_2_1]
84790;[o_19_2_2]
84793;[o_13_2_1]
84793;[o_13_2_2]
84796; 
84796; 
84800;[o_19_2_1]
84800;[o_19_2_2]
84804;[o_19_2_1]
84804;[o_19_2_2]
84807;[o_13_2_1]
84807;[o_13_2_2]
84808;октябрь 2018 г.
84808;октябрь 2018 г.
84815;[o_19_2_1]
84815;[o_19_2_2]
84824;[o_19_2_1]
84824;[o_19_2_2]
84828;[o_13_2_1]
84828;[o_13_2_2]
84841;[o_13_2_1]
84841;[o_13_2_2]
84842;20.12.2018
84842;20.02.2019
84843;12.10.2018 
84843;08.11.2018
84853;[o_19_2_1]
84853;[o_19_2_2]
84854;[o_19_2_1]
84854;[o_19_2_2]
84855;[o_13_2_1]
84855;[o_13_2_2]
84856;[o_13_2_1]
84856;[o_13_2_2]
84880;[o_13_2_1]
84880;[o_13_2_2]
84882;15 января 2018 года
84882;29 января 2018 года
84898;[o_19_2_1]
84898;[o_19_2_2]
84908;[o_19_2_1]
84908;[o_19_2_2]
84911;[o_19_2_1]
84911;[o_19_2_2]
84920;[o_19_2_1]
84920;[o_19_2_2]
84924;18.09.2018
84924;02.10.2018
84927;[o_13_2_1]
84927;[o_13_2_2]
84928;[o_19_2_1]
84928;[o_19_2_2]
84938;[o_ | 20 | _2_1]
84938;[o_ | 20 | _2_2]
84941;[o_19_2_1]
84941;[o_19_2_2]
84950;[o_19_2_1]
84950;[o_19_2_2]
84952;[o_19_2_1]
84952;[o_19_2_2]
84970;[o_19_2_1]
84970;[o_19_2_2]
84974;[o_19_2_1]
84974;[o_19_2_2]
84976;[o_ | 20 | _2_1]
84976;[o_ | 20 | _2_2]
84983;[o_13_2_1]
84983;[o_13_2_2]
84988;[o_ | 20 | _2_1]
84988;[o_ | 20 | _2_2]
84994;-
84994;-
84996;-
84996;-
84997;[o_19_2_1]
84997;[o_19_2_2]
84998;[o_19_2_1]
84998;[o_19_2_2]
85001;[o_13_2_1]
85001;[o_13_2_2]
85011;17.10.2018
85011;31.10.2018
85034;[o_13_2_1]
85034;[o_13_2_2]
85035;[o_13_2_1]
85035;[o_13_2_2]
85055;[o_13_2_1]
85055;[o_13_2_2]
85056;[o_13_2_1]
85056;[o_13_2_2]
85057;[o_13_2_1]
85057;[o_13_2_2]
85058;[o_13_2_1]
85058;[o_13_2_2]
85059;[o_13_2_1]
85059;[o_13_2_2]
85060;[o_13_2_1]
85060;[o_13_2_2]
85061;[o_13_2_1]
85061;[o_13_2_2]
85062;[o_13_2_1]
85062;[o_13_2_2]
85063;[o_13_2_1]
85063;[o_13_2_2]
85064;[o_13_2_1]
85064;[o_13_2_2]
85065;[o_13_2_1]
85065;[o_13_2_2]
85075;19.10.2018
85075;11.11.2018
85076;-
85076;-
85079;[o_13_2_1]
85079;[o_13_2_2]
85080;[o_19_2_1]
85080;[o_19_2_2]
85084;[o_13_2_1]
85084;[o_13_2_2]
85086;[o_ | 20 | _2_1]
85086;[o_ | 20 | _2_2]
85096;[o_19_2_1]
85096;[o_19_2_2]
85108;[o_19_2_1]
85108;[o_19_2_2]
85111;__ октября 2018 г.
85111;__ ноября 2018 г.
85113;Отсутствует
85113;Отсутствует
85115;[o_ | 20 | _2_1]
85115;[o_ | 20 | _2_2]
85126;[o_19_2_1]
85126;[o_19_2_2]
85134;[o_ | 20 | _2_1]
85134;[o_ | 20 | _2_2]
85148;[o_19_2_1]
85148;[o_19_2_2]
85149;[o_ | 20 | _2_1]
85149;[o_ | 20 | _2_2]
85168;-
85168;-
85179;__ октября 2018 г.
85179;__ ноября 2018 г.
85183;[o_19_2_1]
85183;[o_19_2_2]
85186;[o_13_2_1]
85186;[o_13_2_2]
85208;-
85208;-
85210;[o_ | 20 | _2_1]
85210;[o_ | 20 | _2_2]
85211;[o_ | 20 | _2_1]
85211;[o_ | 20 | _2_2]
85219;[o_19_2_1]
85219;[o_19_2_2]
85226;[o_ | 20 | _2_1]
85226;[o_ | 20 | _2_2]
85227;[o_ | 20 | _2_1]
85227;[o_ | 20 | _2_2]
85234;[o_ | 20 | _2_1]
85234;[o_ | 20 | _2_2]
85240;14 июня 2018 г.
85240;28 июня 2018 г.
85246;-
85246;-
85253;[o_ | 20 | _2_1]
85253;[o_ | 20 | _2_2]
85254;[o_ | 20 | _2_1]
85254;[o_ | 20 | _2_2]
85259;[o_13_2_1]
85259;[o_13_2_2]
85269;16.11.2018
85269;01.12.2018
85273;-
85273;-
85280;[o_19_2_1]
85280;[o_19_2_2]
85307;-
85307;-
85311;-
85311;-
85314;[o_ | 20 | _2_1]
85314;[o_ | 20 | _2_2]
85319;29.10.2018
85319;19.11.2018
85323;-
85323;[o_19_2_2]
85328;[o_ | 20 | _2_1]
85328;[o_ | 20 | _2_2]
85332;30.10.2018
85332;08.11.2018
85344;[o_ | 20 | _2_1]
85344;[o_ | 20 | _2_2]
85356; 
85356; 
85357;29 октября 2018 г.
85357;23 ноября 2018 г.
85359;[o_13_2_1]
85359;[o_13_2_2]
85360;[o_13_2_1]
85360;[o_13_2_2]
85367;[o_ | 20 | _2_1]
85367;[o_ | 20 | _2_2]
85369;-
85369;-
85379;[o_19_2_1]
85379;[o_19_2_2]
85381;30.10.2018
85381;13.11.2018
85392;[o_13_2_1]
85392;[o_13_2_2]
85394;-
85394;-
85398;[o_19_2_1]
85398;[o_19_2_2]
85399;[o_19_2_1]
85399;[o_19_2_2]
85400;[o_19_2_1]
85400;[o_19_2_2]
85403;-
85403;-
85405;-
85405;-
85409;[o_19_2_1]
85409;[o_19_2_2]
85417;[o_ | 20 | _2_1]
85417;[o_ | 20 | _2_2]
85422;[o_13_2_1]
85422;[o_13_2_2]
85423;[o_19_2_1]
85423;[o_19_2_2]
85433;[o_19_2_1]
85433;[o_19_2_2]
85434;[o_ | 20 | _2_1]
85434;[o_ | 20 | _2_2]
85435;[o_13_2_1]
85435;[o_13_2_2]
85437;[o_19_2_1]
85437;[o_19_2_2]
85454;[o_19_2_1]
85454;[o_19_2_2]
85459;7 февраля 2019 г.
85459;20 февраля 2019 г.
85463;[o_13_2_1]
85463;[o_13_2_2]
85489;[o_ | 20 | _2_1]
85489;[o_ | 20 | _2_2]
85507;[o_13_2_1]
85507;[o_13_2_2]
85510;-
85510;-
85511;[o_19_2_1]
85511;[o_19_2_2]
85513;[o_19_2_1]
85513;[o_19_2_2]
85514;01.03.2019
85514;15.03.2019
85516;[o_19_2_1]
85516;[o_19_2_2]
85519;[o_19_2_1]
85519;[o_19_2_2]
85531;[o_ | 20 | _2_1]
85531;[o_ | 20 | _2_2]
85554;[o_13_2_1]
85554;[o_13_2_2]
85558;-
85558;-
85577;-
85577;-
85588;07.11.2018
85588;26.11.2018
85602;[o_13_2_1]
85602;[o_13_2_2]
85604;[o_19_2_1]
85604;[o_19_2_2]
85613;[o_19_2_1]
85613;[o_19_2_2]
85618;08.11.2018
85618;05.12.2018
85628;[o_19_2_1]
85628;[o_19_2_2]
85660;[o_19_2_1]
85660;[o_19_2_2]
85662;-
85662;-
85666;-
85666;-
85685;[o_13_2_1]
85685;[o_13_2_2]
85688;[o_19_2_1]
85688;[o_19_2_2]
85691;[o_13_2_1]
85691;[o_13_2_2]
85695;[o_ | 20 | _2_1]
85695;[o_ | 20 | _2_2]
85700;[o_19_2_1]
85700;[o_19_2_2]
85701;[o_19_2_1]
85701;[o_19_2_2]
85705;[o_13_2_1]
85705;[o_13_2_2]
85709;[o_19_2_1]
85709;[o_19_2_2]
85725;[o_ | 20 | _2_1]
85725;[o_ | 20 | _2_2]
85750;-
85750;-
85753;[o_13_2_1]
85753;[o_13_2_2]
85757;[o_19_2_1]
85757;[o_19_2_2]
85763;[o_19_2_1]
85763;[o_19_2_2]
85764;[o_ | 20 | _2_1]
85764;[o_ | 20 | _2_2]
85771;[o_13_2_1]
85771;[o_13_2_2]
85773;[o_13_2_1]
85773;[o_13_2_2]
85777;[o_19_2_1]
85777;[o_19_2_2]
85780;[o_13_2_1]
85780;[o_13_2_2]
85791;_ноября 2018 г.
85791;_ноября 2018 г.
85807;[o_ | 20 | _2_1]
85807;[o_ | 20 | _2_2]
85813;[o_ | 20 | _2_1]
85813;[o_ | 20 | _2_2]
85820;[o_19_2_1]
85820;[o_19_2_2]
85825;[o_ | 20 | _2_1]
85825;[o_ | 20 | _2_2]
85828;-
85828;-
85840;15.11.2018 
85840;12.12.2018 
85842;[o_19_2_1]
85842;[o_19_2_2]
85872;[o_19_2_1]
85872;[o_19_2_2]
85873;[o_ | 20 | _2_1]
85873;[o_ | 20 | _2_2]
85928;[o_13_2_1]
85928;[o_13_2_2]
85929;[o_19_2_1]
85929;[o_19_2_2]
85955;-
85955;--
85963;_ноября 2018 г.
85963;_декабря 2018 г.
85979;[o_19_2_1]
85979;[o_19_2_2]
85994;[o_19_2_1]
85994;[o_19_2_2]
86007;[o_19_2_1]
86007;[o_19_2_2]
86013;22.11.2018
86013;12.12.2018
86027;[o_19_2_1]
86027;[o_19_2_2]
86045;[o_19_2_1]
86045;[o_19_2_2]
86047;[o_19_2_1]
86047;[o_19_2_2]
86053;[o_19_2_1]
86053;[o_19_2_2]
86054;[o_19_2_1]
86054;[o_19_2_2]
86056;21 декабря 2018 г.
86056;21 января 2019 г.
86061;[o_19_2_1]
86061;[o_19_2_2]
86078;[o_19_2_1]
86078;[o_19_2_2]
86085;23.11.2018
86085;06.12.2018
86089;23.11.2018
86089;06.12.2018
86109;[o_19_2_1]
86109;[o_19_2_2]
86132;«23» ноября 2018 г
86132;«6» декабря 2018 г.
86146;[o_13_2_1]
86146;[o_13_2_2]
86150;[o_19_2_1]
86150;[o_19_2_2]
86169;[o_13_2_1]
86169;[o_13_2_2]
86189;26 ноября 2018 г.
86189;14 декабря 2018 г.
86195;[o_ | 20 | _2_1]
86195;[o_ | 20 | _2_2]
86221;[o_19_2_1]
86221;[o_19_2_2]
86240;27.11.2018
86240;24.12.2018
86249;[o_19_2_1]
86249;[o_19_2_2]
86284;[o_19_2_1]
86284;[o_19_2_2]
86286;[o_19_2_1]
86286;[o_19_2_2]
86290;[o_19_2_1]
86290;[o_19_2_2]
86292;28.11.2018
86292;18.12.2018 
86294;28.11.2018
86294;18.12.2018
86299;-
86299;-
86300;28.11.2018
86300;18.12.2018
86311;29.11.2018.
86311;26.12.2018.
86314;[o_13_2_1]
86314;[o_13_2_2]
86331;29.11.2018
86331;20.12.2018
86335;_ноября 2018 г.
86335;_ декабря 2018 г.
86352;-
86352;-
86354;[o_19_2_1]
86354;[o_19_2_2]
86357;[o_13_2_1]
86357;[o_13_2_2]
86398;[o_ | 20 | _2_1]
86398;[o_ | 20 | _2_2]
86415;[o_13_2_1]
86415;[o_13_2_2]
86420;[o_19_2_1]
86420;[o_19_2_2]
86422;[o_13_2_1]
86422;[o_13_2_2]
86434;[o_19_2_1]
86434;[o_19_2_2]
86462;[o_19_2_1]
86462;[o_19_2_2]
86464;[o_19_2_1]
86464;[o_19_2_2]
86465;04.12.2018
86465;24.12.2018
86472;[o_13_2_1]
86472;[o_13_2_2]
86474;-
86474;-
86479;[o_13_2_1]
86479;[o_13_2_2]
86480;[o_19_2_1]
86480;[o_19_2_2]
86484;[o_19_2_1]
86484;[o_19_2_2]
86495;[o_13_2_1]
86495;[o_13_2_2]
86506;[o_19_2_1]
86506;[o_19_2_2]
86510;[o_ | 20 | _2_1]
86510;[o_ | 20 | _2_2]
86521;[o_ | 20 | _2_1]
86521;[o_ | 20 | _2_2]
86537;[o_ | 20 | _2_1]
86537;[o_ | 20 | _2_2]
86547;[o_19_2_1]
86547;[o_19_2_2]
86586;[o_13_2_1]
86586;[o_13_2_2]
86589;[o_19_2_1]
86589;[o_19_2_2]
86613;-
86613;-
86621;13.03.2019
86621;28.03.2019
86655;[o_19_2_1]
86655;[o_19_2_2]
86672;[o_19_2_1]
86672;[o_19_2_2]
86695;[o_13_2_1]
86695;[o_13_2_2]
86714;[o_19_2_1]
86714;[o_19_2_2]
86722;[o_13_2_1]
86722;[o_13_2_2]
86725;-
86725;-
86731;[o_19_2_1]
86731;[o_19_2_2]
86751;11.12.2018
86751;24.12.2018
86758;-
86758;-
86779;[o_19_2_1]
86779;[o_19_2_2]
86780;[o_ | 20 | _2_1]
86780;[o_ | 20 | _2_2]
86793;[o_ | 20 | _2_1]
86793;[o_ | 20 | _2_2]
86806;[o_19_2_1]
86806;[o_19_2_2]
86813;[o_13_2_1]
86813;[o_13_2_2]
86818;-
86818;-
86838; 
86838; 
86839;[o_ | 20 | _2_1]
86839;[o_ | 20 | _2_2]
86854;[o_19_2_1]
86854;[o_19_2_2]
86857;[o_13_2_1]
86857;[o_13_2_2]
86875;[o_19_2_1]
86875;[o_19_2_2]
86885;[o_19_2_1]
86885;[o_19_2_2]
86889;[o_19_2_1]
86889;[o_19_2_2]
86893;[o_19_2_1]
86893;[o_19_2_2]
86915;[o_ | 20 | _2_1]
86915;[o_ | 20 | _2_2]
86942;-
86942;-
86944;[o_19_2_1]
86944;[o_19_2_2]
86952;[o_13_2_1]
86952;[o_13_2_2]
86953;[o_ | 20 | _2_1]
86953;[o_ | 20 | _2_2]
86963; 
86963; 
86964;[o_13_2_1]
86964;[o_13_2_2]
86966;17.12.2018
86966;16.01.2019
86975;[o_13_2_1]
86975;[o_13_2_2]
86982;_ декабрь 2018 г.
86982;_ январь 2018 г.
86996;[o_13_2_1]
86996;[o_13_2_2]
87001;-
87001;-
87004;-
87004;-
87006;-
87006;-
87030;19.12.2019
87030;24.01.2019
87031;-
87031;-
87039;[o_19_2_1]
87039;[o_19_2_2]
87040;[o_19_2_1]
87040;[o_19_2_2]
87050;[o_ | 20 | _2_1]
87050;[o_ | 20 | _2_2]
87057;[o_ | 20 | _2_1]
87057;[o_ | 20 | _2_2]
87058;[o_19_2_1]
87058;[o_19_2_2]
87059;-
87059;-
87064;-
87064;-
87069; 
87069; 
87074;[o_ | 20 | _2_1]
87074;[o_ | 20 | _2_2]
87075;[o_ | 20 | _2_1]
87075;[o_ | 20 | _2_2]
87080;[o_13_2_1]
87080;[o_13_2_2]
87085;[o_19_2_1]
87085;[o_19_2_2]
87088;[o_19_2_1]
87088;[o_19_2_2]
87093;[o_19_2_1]
87093;[o_19_2_2]
87095;[o_ | 20 | _2_1]
87095;[o_ | 20 | _2_2]
87097;[o_19_2_1]
87097;[o_19_2_2]
87104;-
87104;-
87127;-
87127;-
87130;[o_19_2_1]
87130;[o_19_2_2]
87145;[o_19_2_1]
87145;[o_19_2_2]
87149;[o_19_2_1]
87149;[o_19_2_2]
87171;[o_19_2_1]
87171;[o_19_2_2]
87173;[o_19_2_1]
87173;[o_19_2_2]
87186;[o_19_2_1]
87186;[o_19_2_2]
87193;[o_13_2_1]
87193;[o_13_2_2]
87205;[o_ | 20 | _2_1]
87205;[o_ | 20 | _2_2]
87215;[o_13_2_1]
87215;[o_13_2_2]
87216;[o_19_2_1]
87216;[o_19_2_2]
87239;26 декабря 2018 г.
87239;4 января 2019 г.
87243;[o_19_2_1]
87243;[o_19_2_2]
87256;[o_ | 20 | _2_1]
87256;[o_ | 20 | _2_2]
87271;[o_13_2_1]
87271;[o_13_2_2]
87273;[o_13_2_1]
87273;[o_13_2_2]
87274;[o_13_2_1]
87274;[o_13_2_2]
87280;[o_19_2_1]
87280;[o_19_2_2]
87289;[o_19_2_1]
87289;[o_19_2_2]
87305;27.12.2018
87305;24.01.2019
87312;[o_19_2_1]
87312;[o_19_2_2]
87317;2019 г.
87317;2019 г.
87319;[o_19_2_1]
87319;[o_19_2_2]
87325;[o_19_2_1]
87325;[o_19_2_2]
87328;[o_19_2_1]
87328;[o_19_2_2]
87329;[o_19_2_1]
87329;[o_19_2_2]
87337;[o_19_2_1]
87337;[o_19_2_2]
87339;[o_19_2_1]
87339;[o_19_2_2]
87344;[o_19_2_1]
87344;[o_19_2_2]
87347;[o_19_2_1]
87347;[o_19_2_2]
87349;[o_19_2_1]
87349;[o_19_2_2]
87352;[o_19_2_1]
87352;[o_19_2_2]
87353;[o_19_2_1]
87353;[o_19_2_2]
87357;[o_13_2_1]
87357;[o_13_2_2]
87370;[o_19_2_1]
87370;[o_19_2_2]
87371;[o_19_2_1]
87371;[o_19_2_2]
87378;-
87378;-
87379;[o_19_2_1]
87379;[o_19_2_2]
87385;1 февраля 2019 г.
87385;28 февраля 2019 г.
87410;[o_19_2_1]
87410;[o_19_2_2]
87412;Информация уточняется
87412;Информация уточняется
87413;[o_19_2_1]
87413;[o_19_2_2]
87416;28 декабря 2018 года
87416;01 февраля 2019 года
87424;[o_19_2_1]
87424;[o_19_2_2]
87427;[o_13_2_1]
87427;[o_13_2_2]
87440;[o_ | 20 | _2_1]
87440;[o_ | 20 | _2_2]
87464;17.04.2019 (доработанный проект)
87464;26.04.2019 
87465;[o_19_2_1]
87465;[o_19_2_2]
87472;-
87472;-
87482;09.01.2019
87482;29.01.2019
87484;[o_19_2_1]
87484;[o_19_2_2]
87485;[o_13_2_1]
87485;[o_13_2_2]
87486;-
87486;-
87487;[o_13_2_1]
87487;[o_13_2_2]
87491;[o_19_2_1]
87491;[o_19_2_2]
87503;[o_ | 20 | _2_1]
87503;[o_ | 20 | _2_2]
87519;Отсутствует
87519;Отсутствует
87521;-
87521;-
87530;[o_13_2_1]
87530;[o_13_2_2]
87533;[o_19_2_1]
87533;[o_19_2_2]
87537;25.01.2019
87537;03.02.2019
87548;[o_19_2_1]
87548;[o_19_2_2]
87560;[o_19_2_1]
87560;[o_19_2_2]
87561;-
87561;-
87573;[o_19_2_1]
87573;[o_19_2_2]
87587; 
87587; 
87592;14.01.2019
87592;01.02.2019
87608;[o_19_2_1]
87608;[o_19_2_2]
87609;[o_ | 20 | _2_1]
87609;[o_ | 20 | _2_2]
87614;-
87614;-
87624;__ января 2019 г.
87624;__ января 2019 г.
87630;[o_13_2_1]
87630;[o_13_2_2]
87639;[o_13_2_1]
87639;[o_13_2_2]
87658;[o_19_2_1]
87658;[o_19_2_2]
87666;-
87666;-
87689;Отсутствует
87689;Отсутствует
87693;[o_19_2_1]
87693;[o_19_2_2]
87704; 
87704; 
87707;-
87707;-
87721;[o_19_2_1]
87721;[o_19_2_2]
87731;[o_19_2_1]
87731;[o_19_2_2]
87738;29.01.2019
87738;10.02.2019
87752;[o_13_2_1]
87752;[o_13_2_2]
87754;[o_19_2_1]
87754;[o_19_2_2]
87756;[o_19_2_1]
87756;[o_19_2_2]
87767;[o_19_2_1]
87767;[o_19_2_2]
87783;[o_13_2_1]
87783;[o_13_2_2]
87792;[o_19_2_1]
87792;[o_19_2_2]
87794;[o_19_2_1]
87794;[o_19_2_2]
87799;21.01.2019
87799;11.02.2019
87804;[o_ | 20 | _2_1]
87804;[o_ | 20 | _2_2]
87810;[o_19_2_1]
87810;[o_19_2_2]
87818;00 февраля 2019 г.
87818;00 февраля 2019 г.
87824;[o_19_2_1]
87824;[o_19_2_2]
87830;-
87830;-
87832;-
87832;-
87833;[o_19_2_1]
87833;[o_19_2_2]
87835;-
