regulation_project_id;Оценка структуры регулируемых субъектов по категориям;Количественная (интервальная) оценка;Удельный вес(%)
98235;Средние предприятия;около 155;77,5
98248;Крупные предприятия;-;-
98248;Малые предприятия;-;-
98248;Микропредприятия;-;-
98248;Средние предприятия;-;-
98297;Крупные предприятия;нет данных;нет данных
98297;Малые предприятия;нет данных;нет данных
98297;Микропредприятия;нет данных;нет данных
98297;Средние предприятия;нет данных;нет данных
98305;Крупные предприятия;-;-
98305;Малые предприятия;-;-
98305;Микропредприятия;-;-
98305;Средние предприятия;-;-
98313;Крупные предприятия;отсутствует;-
98313;Малые предприятия;отсутствует;-
98313;Микропредприятия;отсутствует;-
98313;Средние предприятия;отсутствует;-
98398;Крупные предприятия;Отсутствует;Отсутствует
98398;Малые предприятия;Отсутствует;Отсутствует
98398;Микропредприятия;Отсутствует;Отсутствует
98398;Средние предприятия;Отсутствует;Отсутствует
98464;Крупные предприятия;около 6500;65
98464;Малые предприятия;около 2000;20
98464;Микропредприятия;около 1000;10
98464;Средние предприятия;около 500;5
98466;Крупные предприятия;Под влияние проекта акта попадают только крупные предприятия (в соответствии с Федеральным законом от 24.07.2007 № 209-ФЗ (ред. от 02.08.2019) «О развитии малого и среднего предпринимательства в Российской Федерации»;100
98466;Малые предприятия;-;-
98466;Микропредприятия;-;-
98466;Средние предприятия;-;-
98471;Крупные предприятия;-;-
98471;Малые предприятия;-;-
98471;Микропредприятия;-;-
98471;Средние предприятия;-;-
98480;Крупные предприятия;Нет;-
98480;Малые предприятия;Нет;-
98480;Микропредприятия;Нет;-
98480;Средние предприятия;Нет;-
98491;Крупные предприятия;0;0
98491;Малые предприятия;400;57
98491;Микропредприятия;0;0
98491;Средние предприятия;300;43
98515;Крупные предприятия;0;0
98515;Малые предприятия;0;0
98515;Микропредприятия;0;0
98515;Средние предприятия;0;0
98520;Крупные предприятия;-;-
98520;Малые предприятия;-;-
98520;Микропредприятия;-;-
98520;Средние предприятия;-;-
98535;Крупные предприятия;2 и более;-
98535;Малые предприятия;-;-
98535;Микропредприятия;-;-
98535;Средние предприятия;-;-
98606;Крупные предприятия;-;-
98606;Малые предприятия;-;-
98606;Микропредприятия;-;-
98606;Средние предприятия;-;-
98607;Крупные предприятия;-;-
98607;Малые предприятия;-;-
98607;Микропредприятия;-;-
98607;Средние предприятия;-;-
98687;Крупные предприятия;-;-
98687;Малые предприятия;-;-
98687;Микропредприятия;-;-
98687;Средние предприятия;-;-
98701;Крупные предприятия;-;-
98701;Малые предприятия;-;-
98701;Микропредприятия;-;-
98701;Средние предприятия;-;-
98717;Крупные предприятия;-;-
98717;Малые предприятия;-;-
98717;Микропредприятия;-;-
98717;Средние предприятия;-;-
98735;Крупные предприятия;-;-
98735;Малые предприятия;-;-
98735;Микропредприятия;-;-
98735;Средние предприятия;-;-
98749;Крупные предприятия;0;0
98749;Малые предприятия;0;0
98749;Микропредприятия;0;0
98749;Средние предприятия;0;0
98868;Крупные предприятия;Положительная;45
98868;Малые предприятия;Положительная;35
98868;Микропредприятия;Положительная;30
98868;Средние предприятия;Положительная;40
98883;Крупные предприятия;Отсутствует;Отсутствует
98883;Малые предприятия;Отсутствует;Отсутствует
98883;Микропредприятия;Отсутствует;Отсутствует
98883;Средние предприятия;Отсутствует;Отсутствует
98991;Крупные предприятия;-;-
98991;Малые предприятия;-;-
98991;Микропредприятия;-;-
98991;Средние предприятия;-;-
99014;Крупные предприятия;-;-
99014;Малые предприятия;-;-
99014;Микропредприятия;-;-
99014;Средние предприятия;-;-
99022;Крупные предприятия;-;-
99022;Малые предприятия;-;-
99022;Микропредприятия;-;-
99022;Средние предприятия;-;-
99037;Крупные предприятия;10;60
99037;Малые предприятия;0;0
99037;Микропредприятия;0;0
99037;Средние предприятия;12;40
99058;Крупные предприятия;0;0
99058;Малые предприятия;224 105;3,8
99058;Микропредприятия;5 675 756;95,9
99058;Средние предприятия;17045;0,3
99059;Крупные предприятия;0;0
99059;Малые предприятия;224 105;3,8
99059;Микропредприятия;5 675 756;95,9
99059;Средние предприятия;17 045;0,3
99061;Крупные предприятия;0;0
99061;Малые предприятия;224 105;3,8
99061;Микропредприятия;5 675 756;95,9
99061;Средние предприятия;17045;0,3
99086;Крупные предприятия;-;-
99086;Малые предприятия;-;-
99086;Микропредприятия;-;-
99086;Средние предприятия;-;-
99202;Крупные предприятия;Данные отсутствуют;Данные отсутствуют
99202;Малые предприятия;Данные отсутствуют;Данные отсутствуют
99202;Микропредприятия;Данные отсутствуют;Данные отсутствуют
99202;Средние предприятия;Данные отсутствуют;Данные отсутствуют
99214;Крупные предприятия;-;-
99214;Малые предприятия;-;-
99214;Микропредприятия;-;-
99214;Средние предприятия;-;-
99312;Крупные предприятия;нет;-
99312;Малые предприятия;нет;-
99312;Микропредприятия;нет;-
99312;Средние предприятия;нет;-
99335;Крупные предприятия;-;-
99335;Малые предприятия;-;-
99335;Микропредприятия;данные отсутствуют;-
99335;Средние предприятия;-;-
99347;Крупные предприятия;-;-
99347;Малые предприятия;-;-
99347;Микропредприятия;-;-
99347;Средние предприятия;-;-
99352;Крупные предприятия;-;-
99352;Малые предприятия;-;-
99352;Микропредприятия;-;-
99352;Средние предприятия;-;-
99355;Крупные предприятия;-;-
99355;Малые предприятия;-;-
99355;Микропредприятия;-;-
99355;Средние предприятия;-;-
99450;Крупные предприятия;-;-
99450;Малые предприятия;-;-
99450;Микропредприятия;-;-
99450;Средние предприятия;-;-
99487;Крупные предприятия;-;-
99487;Малые предприятия;-;-
99487;Микропредприятия;данные отсутствуют;-
99487;Средние предприятия;-;-
99512;Крупные предприятия;нет данных;нет данных
99512;Малые предприятия;нет данных;нет данных
99512;Микропредприятия;нет данных;нет данных
99512;Средние предприятия;нет данных;нет данных
99569;Крупные предприятия;0;0
99569;Малые предприятия;300;10
99569;Микропредприятия;300;10
99569;Средние предприятия;3000;80
99621;Крупные предприятия;Отсутствует;Отсутствует
99621;Малые предприятия;Отсутствует;Отсутствует
99621;Микропредприятия;Отсутствует;Отсутствует
99621;Средние предприятия;Отсутствует;Отсутствует
99627;Крупные предприятия;0;0
99627;Малые предприятия;0;0
99627;Микропредприятия;0;0
99627;Средние предприятия;0;0
99688;Крупные предприятия;Не представляется возможной;Определить не представляется возможным
99688;Малые предприятия;Не представляется возможной;Определить не представляется возможным
99688;Микропредприятия;Не представляется возможной;Определить не представляется возможным
99688;Средние предприятия;Не представляется возможной;Определить не представляется возможным
99694;Крупные предприятия;отсутствует;отсутствует
99694;Малые предприятия;отсутствует;отсутствует
99694;Микропредприятия;отсутствует;отсутствует
99694;Средние предприятия;отсутствует;отсутствует
99748;Крупные предприятия;-;-
99748;Малые предприятия;-;-
99748;Микропредприятия;-;-
99748;Средние предприятия;-;-
99875;Крупные предприятия;15;0,5
99875;Малые предприятия;982;35
99875;Микропредприятия;800;28,5
99875;Средние предприятия;1009;36
99884;Крупные предприятия;Данные отсутствуют;Данные отсутствуют
99884;Малые предприятия;Данные отсутствуют;Данные отсутствуют
99884;Микропредприятия;Данные отсутствуют;Данные отсутствуют
99884;Средние предприятия;Данные отсутствуют;Данные отсутствуют
99902;Крупные предприятия; ; 
99902;Малые предприятия; ; 
99902;Микропредприятия; ; 
99902;Средние предприятия; ; 
99930;Крупные предприятия; ; 
99930;Малые предприятия; ; 
99930;Микропредприятия; ; 
99930;Средние предприятия; ; 
99932;Крупные предприятия;Отсутствуют;Отсутствуют
99932;Малые предприятия;Отсутствуют;Отсутствуют
99932;Микропредприятия;Отсутствуют;Отсутствуют
99932;Средние предприятия;Отсутствуют;Отсутствуют
99997;Крупные предприятия;-;-
99997;Малые предприятия;-;-
99997;Микропредприятия;-;-
99997;Средние предприятия;-;-
100002;Крупные предприятия;-;-
100002;Малые предприятия;-;-
100002;Микропредприятия;-;-
100002;Средние предприятия;-;-
100006;Крупные предприятия; ; 
100006;Малые предприятия; ; 
100006;Микропредприятия; ; 
100006;Средние предприятия; ; 
100040;Крупные предприятия;------;-----
100040;Малые предприятия;-----;------
100040;Микропредприятия;-------;-----
100040;Средние предприятия;------;------
100047;Крупные предприятия;нет;нет
100047;Малые предприятия;нет;нет
100047;Микропредприятия;нет;нет
100047;Средние предприятия;нет;нет
100097;Крупные предприятия;-;-
100097;Малые предприятия;-;-
100097;Микропредприятия;-;-
100097;Средние предприятия;-;-
100103;Крупные предприятия;не влияет;не влияют
100103;Малые предприятия;не влияет;не влияют
100103;Микропредприятия;не влияет;не влияют
100103;Средние предприятия;не влияет;не влияют
100141;Крупные предприятия;-;-
100141;Малые предприятия;-;-
100141;Микропредприятия;-;-
100141;Средние предприятия;-;-
100181;Крупные предприятия;Данные отсутствуют;Данные отсутствуют
100181;Малые предприятия;Данные отсутствуют;Данные отсутствуют
100181;Микропредприятия;Данные отсутствуют;Данные отсутствуют
100181;Средние предприятия;Данные отсутствуют;Данные отсутствуют
100184;Крупные предприятия;отсутствует;отсутствует
100184;Малые предприятия;отсутствует;отсутствует
100184;Микропредприятия;отсутствует;отсутствует
100184;Средние предприятия;отсутствует;отсутствует
100186;Крупные предприятия;Отсутствует;Отсутствует
100186;Малые предприятия;Отсутствует;Отсутствует
100186;Микропредприятия;Отсутствует;Отсутствует
100186;Средние предприятия;Отсутствует;Отсутствует
100232;Крупные предприятия;Данные отсутствуют;Данные отсутствуют
100232;Малые предприятия;Данные отсутствуют;Данные отсутствуют
100232;Микропредприятия;Данные отсутствуют;Данные отсутствуют
100232;Средние предприятия;Данные отсутствуют;Данные отсутствуют
100294;Крупные предприятия;-;-
100294;Малые предприятия;-;-
100294;Микропредприятия;-;-
100294;Средние предприятия;-;-
100438;Крупные предприятия;отсутствует;отсутствует
100438;Малые предприятия;отсутствует;отсутствует
100438;Микропредприятия;отсутствует;отсутствует
100438;Средние предприятия;отсутствует;отсутствует
100439;Крупные предприятия;-;-
100439;Малые предприятия;-;-
100439;Микропредприятия;-;-
100439;Средние предприятия;-;-
100493;Крупные предприятия;0;0
100493;Малые предприятия;0;0
100493;Микропредприятия;0;0
100493;Средние предприятия;0;0
100499;Крупные предприятия;0;0
100499;Малые предприятия;0;0
100499;Микропредприятия;0;0
100499;Средние предприятия;0;0
100553;Крупные предприятия;0;0
100553;Малые предприятия;0;0
100553;Микропредприятия;0;0
100553;Средние предприятия;0;0
100575;Крупные предприятия;.;.
100575;Малые предприятия;.;.
100575;Микропредприятия;.;.
100575;Средние предприятия;.;.
100579;Крупные предприятия;Отсутствует;Отсутствует
100579;Малые предприятия;Отсутствует;Отсутствует
100579;Микропредприятия;Отсутствует;Отсутствует
100579;Средние предприятия;Отсутствует;Отсутствует
100580;Крупные предприятия;-;-
100580;Малые предприятия;-;-
100580;Микропредприятия;-;-
100580;Средние предприятия;-;-
100614;Крупные предприятия;-;-
100614;Малые предприятия;-;-
100614;Микропредприятия;-;-
100614;Средние предприятия;-;-
100618;Крупные предприятия;нет;-
100618;Малые предприятия;нет;-
100618;Микропредприятия;нет;-
100618;Средние предприятия;нет;-
100620;Крупные предприятия;нет данных;нет данных
100620;Малые предприятия;нет данных;нет данных
100620;Микропредприятия;нет данных;нет данных
100620;Средние предприятия;нет данных;нет данных
100627;Крупные предприятия;нет;-
100627;Малые предприятия;нет;-
100627;Микропредприятия;нет;-
100627;Средние предприятия;нет;-
100640;Крупные предприятия;_;_
100640;Малые предприятия;_;_
100640;Микропредприятия;_;_
100640;Средние предприятия;_;_
100681;Крупные предприятия;0;0
100681;Малые предприятия;0;0
100681;Микропредприятия;0;0
100681;Средние предприятия;0;0
100702;Крупные предприятия;отсутствует;отсутствует
100702;Малые предприятия;отсутствует;отсутствует
100702;Микропредприятия;отсутствует;отсутствует
100702;Средние предприятия;отсутствует;отсутствует
100754;Крупные предприятия;30 участников, перечисленные в пункте 7.1;100
100754;Малые предприятия;На данный момент микропредприятия, осуществляющие ГИД, отсутствуют;-
100754;Микропредприятия;На данный момент микропредприятия, осуществляющие ГИД, отсутствуют;-
100754;Средние предприятия;На данный момент микропредприятия, осуществляющие ГИД, отсутствуют;-
100757;Крупные предприятия;30 участников, перечисленные в пункте 7.1;100
100757;Малые предприятия;На данный момент микропредприятия, осуществляющие ГИД, отсутствуют;-
100757;Микропредприятия;На данный момент микропредприятия, осуществляющие ГИД, отсутствуют;-
100757;Средние предприятия;На данный момент микропредприятия, осуществляющие ГИД, отсутствуют;-
100798;Крупные предприятия;50 участников, перечисленные в пункте 7.1 в т. ч. К/Х «Атлант» (ИНН 5079002541), осуществляющее разведение генно-модифицированных коз;100 %
100798;Малые предприятия;На данный момент микропредприятия, осуществляющие ГИД, отсутствуют;-
100798;Микропредприятия;На данный момент микропредприятия, осуществляющие ГИД, отсутствуют;-
100798;Средние предприятия;На данный момент микропредприятия, осуществляющие ГИД, отсутствуют;-
100803;Крупные предприятия;Участие не предполагается (поскольку законопроектом предполагается участие только индивидуальных предпринимателей при старательской добыче россыпного золота);Информация отсутствует
100803;Малые предприятия;Участие не предполагается (поскольку законопроектом предполагается участие только индивидуальных предпринимателей при старательской добыче россыпного золота);Информация отсутствует
100803;Микропредприятия;Оценка не производилась;Информация отсутствует
100803;Средние предприятия;Участие не предполагается (поскольку законопроектом предполагается участие только индивидуальных предпринимателей при старательской добыче россыпного золота);Информация отсутствует
100807;Крупные предприятия;Отсутствует;0
100807;Малые предприятия;Отсутствует;0
100807;Микропредприятия;Отсутствует;0
100807;Средние предприятия;Отсутствует;0
100813;Крупные предприятия;5;20
100813;Малые предприятия;7;30
100813;Микропредприятия;0;0
100813;Средние предприятия;14;60
100876;Крупные предприятия;-;-
100876;Малые предприятия;-;-
100876;Микропредприятия;-;-
100876;Средние предприятия;-;-
100890;Крупные предприятия;-;-
100890;Малые предприятия;-;-
100890;Микропредприятия;-;-
100890;Средние предприятия;-;-
100919;Крупные предприятия;-;-
100919;Малые предприятия;-;-
100919;Микропредприятия;-;-
100919;Средние предприятия;-;-
100940;Крупные предприятия;-;-
100940;Малые предприятия;-;-
100940;Микропредприятия;-;-
100940;Средние предприятия;-;-
101005;Крупные предприятия;нет;0
101005;Малые предприятия;нет;0
101005;Микропредприятия;нет;0
101005;Средние предприятия;нет;0
101035;Крупные предприятия;0;0
101035;Малые предприятия;0;0
101035;Микропредприятия;0;0
101035;Средние предприятия;2;100
101072;Крупные предприятия;-;-
101072;Малые предприятия;-;-
101072;Микропредприятия;-;-
101072;Средние предприятия;-;-
101083;Крупные предприятия;-;-
101083;Малые предприятия;-;-
101083;Микропредприятия;-;-
101083;Средние предприятия;-;-
101094;Крупные предприятия;-;-
101094;Малые предприятия;-;-
101094;Микропредприятия;-;-
101094;Средние предприятия;-;-
101099;Крупные предприятия;нет;0%
101099;Малые предприятия;нет;0
101099;Микропредприятия;нет;0
101099;Средние предприятия;нет;0
101112;Крупные предприятия;20;0,06
101112;Малые предприятия;1108;3,5
101112;Микропредприятия;29862;95,3
101112;Средние предприятия;345;1,1
101113;Крупные предприятия;-;-
101113;Малые предприятия;-;-
101113;Микропредприятия;-;-
101113;Средние предприятия;-;-
101115;Крупные предприятия;-;-
101115;Малые предприятия;-;-
101115;Микропредприятия;-;-
101115;Средние предприятия;-;-
101122;Крупные предприятия;не рассчитывалась;не рассчитывался
101122;Малые предприятия;не рассчитывалась;не рассчитывался
101122;Микропредприятия;не рассчитывалась;не рассчитывался
101122;Средние предприятия;не рассчитывалась;не рассчитывался
101128;Крупные предприятия;не рассчитывалась;не рассчитывалась
101128;Малые предприятия;не рассчитывалась;не рассчитывалась
101128;Микропредприятия;не рассчитывалась;не рассчитывалась
101128;Средние предприятия;не рассчитывалась;не рассчитывалась
101293;Крупные предприятия;157;36,85
101293;Малые предприятия;75;17,61
101293;Микропредприятия;103;24,18
101293;Средние предприятия;91;21,36
101295;Крупные предприятия;Ломбарды, операторы связи 4000 200;-
101295;Малые предприятия;Микрофинансовые организации, кредитные организации 1900 800;-
101295;Микропредприятия;Профессиональные коллекторские организации 300;-
101295;Средние предприятия;Кредитные потребительские кооперативы, сельскохозяйственные кредитные потребительские кооперативы 2100 900;-
101316;Крупные предприятия;Отсутствует;Отсутствует
101316;Малые предприятия;Отсутствует;Отсутствует
101316;Микропредприятия;Отсутствует;Отсутствует
101316;Средние предприятия;Отсутствует;Отсутствует
101338;Крупные предприятия;-;-
101338;Малые предприятия;-;-
101338;Микропредприятия;-;-
101338;Средние предприятия;-;-
101355;Крупные предприятия;нет;нет
101355;Малые предприятия;нет;нет
101355;Микропредприятия;нет;нет
101355;Средние предприятия;нет;нет
101367;Крупные предприятия;нет;нет
101367;Малые предприятия;нет;нет
101367;Микропредприятия;нет;нет
101367;Средние предприятия;нет;нет
101441;Крупные предприятия;-;-
101441;Малые предприятия;-;-
101441;Микропредприятия;-;-
101441;Средние предприятия;-;-
101448;Крупные предприятия;.;.
101448;Малые предприятия;.;.
101448;Микропредприятия;.;.
101448;Средние предприятия;.;.
101492;Крупные предприятия;отсутствует;отсутствует
101492;Малые предприятия;отсутствует;отсутствует
101492;Микропредприятия;отсутствует;отсутствует
101492;Средние предприятия;отсутствует;отсутствует
101535;Крупные предприятия;-;-
101535;Малые предприятия;-;-
101535;Микропредприятия;-;-
101535;Средние предприятия;-;-
101537;Крупные предприятия;около 5;2,5
101537;Малые предприятия;около 40;20
101537;Микропредприятия;0;0
101537;Средние предприятия;около 155;77,5
101602;Крупные предприятия;0;0
101602;Малые предприятия;0;0
101602;Микропредприятия;0;0
101602;Средние предприятия;0;0
101608;Крупные предприятия;24;11,43
101608;Малые предприятия;38;18,09
101608;Микропредприятия;0;0
101608;Средние предприятия;148;70,48
101610;Крупные предприятия;0;0
101610;Малые предприятия;0;0
101610;Микропредприятия;0;0
101610;Средние предприятия;0;0
101657;Крупные предприятия;0;0
101657;Малые предприятия;0;0
101657;Микропредприятия;0;0
101657;Средние предприятия;0;0
101736;Крупные предприятия;нет;-
101736;Малые предприятия;нет;-
101736;Микропредприятия;нет;-
101736;Средние предприятия;нет;-
101760;Крупные предприятия;-;-
101760;Малые предприятия;-;-
101760;Микропредприятия;-;-
101760;Средние предприятия;-;-
101778;Крупные предприятия;Отсутствует.;Отсутствует.
101778;Малые предприятия;Отсутствует.;Отсутствует.
101778;Микропредприятия;Отсутствует.;Отсутствует.
101778;Средние предприятия;Отсутствует.;Отсутствует.
101780;Крупные предприятия;Отсутствует.;Отсутствует.
101780;Малые предприятия;Отсутствует.;Отсутствует.
101780;Микропредприятия;Отсутствует.;Отсутствует.
101780;Средние предприятия;Отсутствует.;Отсутствует.
101818;Крупные предприятия;отсутствует;отсутствует
101818;Малые предприятия;отсутствует;отсутствует
101818;Микропредприятия;отсутствует;отсутствует
101818;Средние предприятия;отсутствует;отсутствует
101839;Крупные предприятия;не влияет;0
101839;Малые предприятия;не влияет;0
101839;Микропредприятия;не влияет;0
101839;Средние предприятия;не влияет;0
101849;Крупные предприятия;Требования в области установления санитарно-защитных зон на территории Российской Федерации охватывает все категории субъектов, в связи с чем разделение на отдельные категории нецелесообразно.;-
101849;Малые предприятия;Требования в области установления санитарно-защитных зон на территории Российской Федерации охватывает все категории субъектов, в связи с чем разделение на отдельные категории нецелесообразно.;-
101849;Микропредприятия;Требования в области установления санитарно-защитных зон на территории Российской Федерации охватывает все категории субъектов, в связи с чем разделение на отдельные категории нецелесообразно.;-
101849;Средние предприятия;Требования в области установления санитарно-защитных зон на территории Российской Федерации охватывает все категории субъектов, в связи с чем разделение на отдельные категории нецелесообразно.;-
101893;Крупные предприятия;Оценка не производилась;Оценка не производилась
101893;Малые предприятия;Оценка не производилась;Оценка не производилась
101893;Микропредприятия;Оценка не производилась;Оценка не производилась
101893;Средние предприятия;Оценка не производилась;Оценка не производилась
101896;Крупные предприятия;-;-
101896;Малые предприятия;-;-
101896;Микропредприятия;-;-
101896;Средние предприятия;-;-
101928;Крупные предприятия;не требуется;не требуется
101928;Малые предприятия;не требуется;не требуется
101928;Микропредприятия;не требуется;не требуется
101928;Средние предприятия;не требуется;не требуется
101962;Крупные предприятия;-;-
101962;Малые предприятия;-;-
101962;Микропредприятия;-;-
101962;Средние предприятия;-;-
101967;Крупные предприятия;нет;-
101967;Малые предприятия;нет;-
101967;Микропредприятия;нет;-
101967;Средние предприятия;нет;-
101974;Крупные предприятия;116;7%
101974;Малые предприятия;Субъекты МСП - более 1500;Субъекты МСП - 93%
101974;Микропредприятия;Субъекты МСП - более 1500;Субъекты МСП - 93%
101974;Средние предприятия;Субъекты МСП - более 1500;Субъекты МСП - 93%
102015;Крупные предприятия;-;-
102015;Малые предприятия;-;-
102015;Микропредприятия;-;-
102015;Средние предприятия;-;-
102030;Крупные предприятия;нет;-
102030;Малые предприятия;нет;-
102030;Микропредприятия;нет;-
102030;Средние предприятия;нет;-
102047;Крупные предприятия;нет;нет
102047;Малые предприятия;нет;нет
102047;Микропредприятия;нет;нет
102047;Средние предприятия;нет;нет
102062;Крупные предприятия;До выявления социально-экономических последствий реализации проекта акта оценка не актуальна;До выявления социально-экономических последствий реализации проекта акта оценка не актуальна
102062;Малые предприятия;До выявления социально-экономических последствий реализации проекта акта оценка не актуальна;До выявления социально-экономических последствий реализации проекта акта оценка не актуальна
102062;Микропредприятия;До выявления социально-экономических последствий реализации проекта акта оценка не актуальна;До выявления социально-экономических последствий реализации проекта акта оценка не актуальна
102062;Средние предприятия;До выявления социально-экономических последствий реализации проекта акта оценка не актуальна;До выявления социально-экономических последствий реализации проекта акта оценка не актуальна
102105;Крупные предприятия;нет;нет
102105;Малые предприятия;нет;нет
102105;Микропредприятия;нет;нет
102105;Средние предприятия;нет;нет
102144;Крупные предприятия;-;-
102144;Малые предприятия;-;-
102144;Микропредприятия;-;-
102144;Средние предприятия;-;-
102154;Крупные предприятия;0;0
102154;Малые предприятия;0;0
102154;Микропредприятия;0;0
102154;Средние предприятия;0;0
102207;Крупные предприятия;-;-
102207;Малые предприятия;-;-
102207;Микропредприятия;-;-
102207;Средние предприятия;-;-
102269;Крупные предприятия;-;-
102269;Малые предприятия;-;-
102269;Микропредприятия;-;-
102269;Средние предприятия;-;-
102311;Крупные предприятия;все авиакомпании;0
102311;Малые предприятия;все авиакомпании;0
102311;Микропредприятия;все авиакомпании;0
102311;Средние предприятия;все авиакомпании;0
102447;Крупные предприятия;0;0
102447;Малые предприятия;224 105;3,8
102447;Микропредприятия;5 675 756;95,9
102447;Средние предприятия;17045;0,3
102452;Крупные предприятия;9-10;75
102452;Малые предприятия;5-7;25
102452;Микропредприятия;3;10
102452;Средние предприятия;5-8;25
102538;Крупные предприятия;-;-
102538;Малые предприятия;-;-
102538;Микропредприятия;-;-
102538;Средние предприятия;-;-
102578;Крупные предприятия;не представляется возможным произвести расчет;нет
102578;Малые предприятия;не представляется возможным произвести расчет;нет
102578;Микропредприятия;не представляется возможным произвести расчет;нет
102578;Средние предприятия;не представляется возможным произвести расчет;нет
102625;Крупные предприятия;-;-
102625;Малые предприятия;Микрофинансовые организации, кридитные организации 1700 400;-
102625;Микропредприятия;Профессиональные коллекторские организации 300;-
102625;Средние предприятия;-;-
102669;Крупные предприятия;не представляется возможной;определить не представляется возможным
102669;Малые предприятия;не представляется возможной;определить не представляется возможным
102669;Микропредприятия;не представляется возможной;определить не представляется возможным
102669;Средние предприятия;не представляется возможной;определить не представляется возможным
102681;Крупные предприятия;отсутствует;отсутствует
102681;Малые предприятия;отсутствует;отсутствует
102681;Микропредприятия;отсутствует;отсутствует
102681;Средние предприятия;отсутствует;отсутствует
102730;Крупные предприятия;-;-
102730;Малые предприятия;-;-
102730;Микропредприятия;-;-
102730;Средние предприятия;-;-
102733;Крупные предприятия;Данные отсутствуют;Данные отсутствуют
102733;Малые предприятия;Данные отсутствуют;Данные отсутствуют
102733;Микропредприятия;Данные отсутствуют;Данные отсутствуют
102733;Средние предприятия;Данные отсутствуют;Данные отсутствуют
102751;Крупные предприятия;данные отсутствуют;данные отсутствуют
102751;Малые предприятия;данные отсутствуют;данные отсутствуют
102751;Микропредприятия;данные отсутствуют;данные отсутствуют
102751;Средние предприятия;данные отсутствуют;данные отсутствуют
102790;Крупные предприятия;данные отсутствуют;данные отсутствуют
102790;Малые предприятия;данные отсутствуют;данные отсутствуют
102790;Микропредприятия;данные отсутствуют;данные отсутствуют
102790;Средние предприятия;данные отсутствуют;данные отсутствуют
102839;Крупные предприятия;90;0,45
102839;Малые предприятия;19060;95,3
102839;Микропредприятия;0;0
102839;Средние предприятия;850;4,25
102898;Крупные предприятия;-;-
102898;Малые предприятия;-;-
102898;Микропредприятия;-;-
102898;Средние предприятия;-;-
102902;Крупные предприятия;-;-
102902;Малые предприятия;-;-
102902;Микропредприятия;-;-
102902;Средние предприятия;-;-
102932;Крупные предприятия;-;-
102932;Малые предприятия;-;-
102932;Микропредприятия;-;-
102932;Средние предприятия;-;-
102942;Крупные предприятия;Оценка не производилась;Оценка не производилась
102942;Малые предприятия;Оценка не производилась;Оценка не производилась
102942;Микропредприятия;Оценка не производилась;Оценка не производилась
102942;Средние предприятия;Оценка не производилась;Оценка не производилась
102945;Крупные предприятия;0;0
102945;Малые предприятия;224 105;3,8
102945;Микропредприятия;5 675 756;95,9
102945;Средние предприятия;17045;0,3
102947;Крупные предприятия;Оценка не производилась;Оценка не производилась
102947;Малые предприятия;Оценка не производилась;Оценка не производилась
102947;Микропредприятия;Оценка не производилась;Оценка не производилась
