regulation_project_id;Срок, в течение которого разработчиком принимались предложения в связи с размещением уведомления о подготовке проекта акта
40902;13 октября 2015
40902;26 октября 2015
40907;13 октября 2015 года
40907;26 октября 2015 года
40917;13.10.2015
40917;02.11.2015
40935;10.11.2015
40935;23.11.2015
40944;Уведомление не размещалось
40944; 
40947;14.10.2015
40947; 
40949;14.10.2015
40949;11.11.2015
40957;15 октября 2015 г.
40957;28 октября 2015 г.
40960;15 октября 2015
40960; 
40973;Отсутствует
40973; 
40975;15.10.2015
40975; 
40989;16 октября 2015 г.
40989;5 ноября 2015 г.
40996;16 октября 2015 г.
40996;6 ноября 2015 г.
40997;16 октября 2015 г.
40997;29 октября 2015 г.
41006;16.10.2015
41006;29.10.2015
41010;16 октября 2015 г.
41010;29 октября 2015 г.
41045;16.10.2015
41045;29.10.2016
41062;19.10.2015
41062;20.11.2015
41064;19.10.2015   
41064;31.10.2015   
41072;19.10.2015
41072;30.10.2015
41073;19.10.2015
41073;30.10.2015
41076;октябрь 2015 года
41076; 
41077;19.10.2015 
41077;31.10.2015
41096;20.10.2015
41096;09.11.2015
41109;20.10.2015
41109;02.11.2015
41115;20.10.2015
41115;09.11.2015
41122;20.10.2015
41122;09.11.2015
41140;«20»   ноября   2015 г
41140;«31»  декабря  2015 
41147;21.10.2015
41147;5.11.2015
41156;21.10.2015
41156;03.11.2015
41216;23.10.2015
41216;05.11.2016
41227;информация уточняется
41227;информация уточняется
41233;23.10.2015
41233; 09.11.2015 
41254;-
41254;-
41257;23.10.2015
41257;05.11.2015
41260;23.10.2015
41260;05.11.2015
41303;28.10.2015
41303; 
41336;26 октября 2015
41336;6 ноября 2015
41337;26.10.2015
41337;09.11.2015
41342;16.03.2016
41342;31.03.2016
41361;26 октября 2015 г.
41361;6 ноября 2015 г.
41364;26.10.2015
41364;06.11.2015
41368;25.10.2015
41368;06.11.2015
41370;27.10.2015
41370;10.11.2015
41378;26 октября 2015 г.
41378;13 ноября 2015 г.
41385;27.10.2015
41385;13.11.2015
41396;27.10.2015
41396;11.11.2015
41400;2 ноября 2015 г.
41400; 
41403;27 октября 2015 г.
41403;9 ноября 2015 г.
41408;27/10/2015
41408;09/11/2015
41434;27 октября 2015 г.
41434;9 ноября 2015 г.
41436;27.10.2015 года
41436;16.11.2015 года
41469;28.10.2015
41469;06.11.2015
41492;28.10.2015
41492;10.11.2015
41496;"""28"" октября 2015 г."
41496;"""10"" ноября 2015 г."
41508;29 октября 2015
41508;11 ноября 2015
41562;29.10.2015
41562;20.11.2015
41579;29.10.2015
41579;11.11.2015
41584;29.10.2015
41584;12.11.2015
41640;30.10.2015
41640;13.11.2015
41650;30.10.2015
41650;16.11.2015
41672;30.10.2015
41672;16.11.2015
41686;02.11.2015
41686; 
41688;02 ноября 2015
41688;20 ноября 2015
41689;02.11.2015
41689;13.11.2015
41690;9 ноября 2015
41690;23 ноября 2015
41693;02.11.2015
41693;13.11.2015
41751;02.11.205
41751; 
41774;03.11.2015
41774;16.11.2015
41786;03.11.2015
41786;18.12.2015
41820;03/11/2015
41820;26/11/2015
41826;03.11.2015
41826;16.11.2015
41830;03.11.2015
41830;16.11.2015
41856;05.11.2015
41856;18.11.2015
41858;05/11/2015
41858;25/11/2015
41900;06.11.2015
41900;19.11.2015
41918;06.11.2015 
41918;26.11.2015
41919;06.11.2015 
41919;19.11.2015
41934;06.11.2015
41934;18.12.2015
41935;06.11.2015
41935;20.11.2015
41936;6 ноября 2015
41936;19 ноября 2015
41950;6 ноября 2015 г.
41950;26 ноября 2015 г.
41999;15 ноября 2015 г.
41999; 
42037;09.11.2015
42037;27.11.2015
42049;10.11.2015
42049;23.11.2015
42061;10.11.2015
42061;23.11.2015
42067;14.11.2015
42067;24.11.2015
42073;10.11.2015
42073;23.11.2015
42108;11.11.2015
42108;24.11.2015
42111;11.11.2015
42111;24.11.2015
42117;11.11.2015
42117;24.11.2015
42120;11.11.2015
42120;24.11.2015
42131;11.11.2015
42131;24.11.2015
42135;11 ноября 2015 года
42135;1 декабря 2015 года
42156;12.11.2015
42156;25.11.2015
42159;12 ноября 2015
42159;25 ноября 2015
42173;информация уточняется
42173;информация уточняется
42209;13.11.2015
42209; 
42213;20 ноября 2015 г.
42213; 
42218;02.12.2015
42218;25.12.2015
42219;13.11.2015
42219;26.11.2015
42222;16/11/2015
42222;1/12/2015
42224;13.11.2015
42224;26.11.2015
42226;13.11.2015 
42226;26.11.2015
42247;14.11.2015
42247;26.11.2015
42254;16 ноября 2015
42254;11 декабря 2015
42256;16.11.2015
42256;01.12.2015
42259;16.11.2015
42259;01.12.2015
42265;16.11.2015
42265;30.11.2015
42267;16.11.2015
42267;30.11.2015
42269;16.11.2015
42269;30.11.2015
42282;16 ноября 2016 года
42282;1 декабря 2016 года
42285;1 | 4 | . | 06 | .201 | 6
42285;27. | 06 | .201 | 6
42286;16.11.2015
42286;30.11.2015
42309;17 ноября 2015
42309;04 декабря 2015
42310;17 ноября 2015
42310;04 декабря 2015
42342;17 ноября 2015 
42342;7 декабря 2015
42392;18 ноября 2015 года
42392;01 декабря 2015года
42397;18 ноября 2015 г. 
42397;02 декабря 2015 г.
42415;18 ноября 2015 года
42415;01 декабря 2015 года
42416;18.11.2015
42416;3.12.2015
42462;19 ноября 2015
42462;02 декабря 2015
42466;19 ноября 2015 г. 
42466;2 декабря 2015 г.
42483;19 ноября 2015 г.
42483;2 декабря 2015 г.
42497;19 ноября 2015 г.
42497;2 декабря 2015 г.
42521;20 ноября 2015 года
42521;3 декабря 2015 года
42533;20 ноября 2015 г.
42533;10 декабря 2015 г.
42551;20.11.2015
42551;3.12.2015
42562;20 ноября 2015
42562;09 декабря 2015
42582;23 ноября 2015
42582;1 июля 2016
42631;20 декабря 2015 года
42631; 
42660;24 октября 2015 года
42660;7 декабря 2015 года
42737;25 ноября 2015 г
42737;10 декабря 2015 г
42754;25.11.2015
42754;08.12.2015
42814;26 ноября 2015 г.
42814;9 декабря 2015 г.
42817;-
42817;-
42825;27 ноября 2015
42825;10 декабря 2015
42835;27.11.2015
42835;12.02.2016
42841;27.11.2015
42841;10.12.2015
42848;27 ноября 2015 г.
42848;17 декабря 2015 г.
42849;27 ноября 2015 г.
42849;11 декабря 2015 г.
42859;27.11.2015 - 11.12.2015
42859; 
42875;27.11.2015
42875;10.12.2015
42885;16 ноября 2015 г.
42885;27 ноября 2015 г.
42891;16 декабря 2015 года
42891;20 января 2016 года 
42906;декабрь
42906;декабрь
42910;30.11.2015 
42910;11.12.2015
42912;05.04.2016 
42912;18.04.2016
42915;30.11.2015
42915;11.12.2015
42923;18.11.2015
42923;01.12.2015
42924;30.11.2015
42924;14.12.2015
42926;30.11.2015
42926;11.12.2015
42942;1 декабря 2015 г.  
42942;14 декабря 2015 г.
42973;3 декабря 2015 года
42973;17 декабря 2015 года
42987;02.12.2015
42987;15.12.2015
43007;02.12.2015
43007;15.12.2015
43032;16.08.2015
43032;28.08.2015
43066;3.12.2015
43066;17.12.2015
43071;03.12.2015
43071;16.12.2016
43095;3 декабря 2015 г.
43095;3 января 2015 г.
43096;03.12.2015
43096;16.12.2015
43098;03.12.2015
43098;16.12.2015
43126;4 декабря 2015
43126;23 декабря 2015
44211;7 декабря 2015 г.
44211;26 декабря 2015 г.
44231;07.12.2015
44231;21.12.2015
44235;2015 г.
44235;2015 г. 
44236;08.12.2015
44236;23.12.2015
44241;8 декабря 2015 г.
44241;21 декабря 2015 г.
44250;08.12.2015
44250;11.01.2016
44252;8 декабря 2015
44252;23 декабря 2015
44282;09.12.2015
44282;29.12.2015
44299;09.12.2015
44299;02.02.2016
44312;10 декабря 2015
44312;24 декабря 2015
44315;19 ноября 2015г.
44315;2 декабря 2015г.
44321;10 декабря 2015 г.
44321;23 декабря 2015 г.
44350;26.02.2016
44350;20.03.2016
44359;11 декабря 2015 г.
44359;24 декабря 2015 г.
44363;11.12.2015
44363;24.12.2015
44382;11 декабря 2015 г.
44382;25 декабря 2015 г.
44408;14 декабря 2015 года 
44408;02 февраля 2016 года
44455;14.12.2015
44455;25.12.2015
44461;14.12.2015
44461;25.12.2015
44479;15.12.2015
44479;28.12.2015
44521;18.12.2015
44521;31.12.2015
44528;«18» декабря 2015 г.
44528;«31» декабря 2015 г.
44540;15.12.2015
44540;28.12.2015
44545;15.12.2015
44545;28.12.2015
44555;15.12.2015
44555;28.12.2015
44568;15 декабря 2015
44568;24 декабря 2015
44570;16.12.2015
44570; 
44586;16.12.2016
44586;28.03.2016
44627;16 декабря 2015 года
44627;9 февраля 2016 года
44632;17.12.2015
44632;18.01.2016
44635;16 декабря 2015
44635;30 декабря 2015
44642;17.12.2015
44642;21.01.2016
44647;17.12.2015
44647;30.12.2015
44666;18.12.15
44666;31.12.15
44667;18.12.2015 
44667;31.12.2015
44682;18 декабря 2015 года
44682;31 декабря 2015 года
44684;18.12.2015
44684;15.01.2016
44687;18 декабря 2016
44687;31 декабря 2016
44694;18 декабря 2015 года
44694;31 декабря 2015 года
44695;18.12.2015
44695;31.12.2015
44698;18.12.2015
44698;31.12.2015
44699;19.12.2015
44699;11.01.2016
44713;21 декабря 2015г.
44713;11 января 2016 г.
44734;21.12.2015
44734;11.01.2016
44738;21.12.2015
44738;25.01.2016 
44741;21 декабря 2015
44741;11 января 2016
44756;уточняется
44756;уточняется
44757;22.12.2015
44757;13.01.2016
44770;22.12.2015
44770;12.01.2016
44772;22.12.2015
44772;12.01.2016
44773;22.12.2015 г.
44773;12.01.2016 г.
44799;22.12.2015
44799;12.01.2016
44803;22 декабря 2015
44803;12 января 2016
44843;23 декабря 2015 г.
44843;13 января 2016 г.
44871;25.12.2015
44871;14.01.2016
44881;24 декабря 2015 г.
44881;14 января 2016 г.
44889;24.12.2015 
44889;15.01.2016
44893;24.12.2015
44893;01.02.2016
44894;24 декабря 2015 
44894;14 января 2016
44897;24 декабря 2015 г.
44897;14 января 2016 г.
44904;25 декабря 2015
44904;15 января 2016
44906;25 декабря 2015
44906;15 января 2016
44907;25 декабря 2015
44907;29 января 2016
44908;25.12.2015
44908;15.01.2016
44910;28.12.2015 
44910;19.01.2016
44935;26 декабря 2015 г.
44935;8 февраля 2016 г.
44936;26 декабря 2015 г.
44936;15 января 2016 г.
44938;декабрь 2015
44938;январь 2016
44940;28 декабря 2015
44940;18 января 2016
44942;28.12.2015
44942;26.01.2016
44943;"	
28.12.2015"
44943;26.01.2016
44945;28.12.2015
44945;22.01.2016
44946;28.12.2015
44946;25.02.2016
44949;28.12.2015 г.
44949;18.01.2016 г.
44961;28.12.2016
44961;18.01.2016
44963;28.12.2015
44963;19.01.2016
44971;28 декабря 2015 г.
44971;18 января 2016 г.
44976;28 декабря 2015 г
44976;18 января 2016 г.
44999;29 декабря 2015
44999;19 января 2016
45018;2015-12-29
45018;2016-02-02
45019;«29»  декабря  2015 
45019;: «29»  января  2016 г.
45031;30.12.2015
45031;20.01.2016
45059;30 декабря 2015 г.
45059;20 января 2016 г.
45067;30.12.2015
45067;21.01.2016
45070;30 декабря 2015
45070;22 января 2016
45076;30.12.2015
45076;20.01.2016
45077;30.12.2015
45077;13.01.2016
45080;30.12.2015
45080;20.01.2016
45082;30.12.2015
45082;21.01.2016
45083;30/12/2015
45083;21/01/2016
45085;31.12.2015
45085;21.01.2016
45086;31.12.2015
45086;21.01.2016
45087;31.12.2015
45087;21.01.2016
45089;31.12.2015
45089;21.01.2016
45105;31.12.2015
45105;21.01.2016
45107;31/12/2015
45107;28/01/2016
45118;31.12.2015
45118;21.01.2016
45125;31.12.2015
45125;21.01.2016
45127;27.01.2016
45127;31.12.2015
45149;13 января 2016 года
45149;22 января 2016 года
45150;11.01.2016
45150;29.01.2016
45161;11.01.2016
45161;26.01.2016
45166;26.01.2016
45166;20.02.2016
45199;13.01.2016
45199;26.01.2016
45201;13.01.2016
45201;26.01.2016
45202;Информация уточняется
45202;Информация уточняется
45204;13.01.2016
45204;26.01.2016
45205;13.01.2016
45205;13.01.2016
45208;13.01.2016
45208;26.01.2016
45209;"13.01.2016
"
45209;26.01.2016
45217;13 января 2016 г.
45217;5 февраля 2016 г.
45218;13.01.2016
45218;19.04.2016
45221;13.01.2016
45221;09.02.2016
45223;14.01.2016
45223;11.02.2016
45225;13.01.2016
45225;26.01.2016
45228;14 января 2016 года
45228;27 января 2016 года
45230;14.01.2016
45230;12.02.2016
45250;Данные будут внесены в ходе обсуждения проекта акта
45250;Данные будут внесены в ходе обсуждения проекта акта
45260;15.01.2016
45260;28.01.2016
45261;15 января 2016
45261;04 февраля 2016
45271;15.01.2016
45271;29.01.2016
45310;18.01.16
45310;03.02.16
45313;18 января 2016
45313;29 января 2016
45339;19 января 2016 г.
45339;08 февраля 2016 г. 
45351;19 января 2016 г.
45351;01 февраля 2016 г.
45374;19.01.2016
45374;01.02.2016
45380;26.04.2016
45380;26.05.2016
45389;« 20 » января 2016 г
45389;« 09  » февраля 2016 г
45412;20.01.2016
45412;03.02.2016
45420;27.01.2016
45420;11.02.2016
45450;21.01.2016
45450;03.03.2016
45462;21 января 2016 г.
45462;3 февраля 2016 г.
45466;22.01.2016
45466;04.02.2016
45467;21.01.2016  
45467;03.02.2016
45470;21 января 2016 г.
45470;3 февраля 2016 г.
45471;01.02.2016
45471;13.02.2016
45472;21.01.2016  
45472;03.02.2016
45480;21.01.2016
45480;04.03.2016
45495;22 января 2016 г.
45495;4 февраля 2016 г.
45560;25 января 2016
45560;5 февраля 2016
45571;29.01.2016
45571;08.02.2016
45582;26 января 2016 г.
45582;9 февраля 2016 г.
45586;26 января 2016
45586;8 февраля 2016
45593;26.01.2016
45593;24.02.2016
45602;информация уточняется
45602;информация уточняется
45603;26.01.2016
45603;08.02.2016
45605;информация уточняется
45605;информация уточняется
45609;26.01.2016
45609;08.02.2016
45615;"
27.01.2016
"
45615;"
16.02.2016
"
45616;27.01.2016
45616;25.02.2016
45626;27.01.2016
45626;10.02.2016
45634;27 января 2016
45634;9 февраля 2016
45644;28 января 2016
45644;10 февраля 2016
45645;28.01.2016
45645;18.03.2016
45646;28.01.2016
45646;17.02.2016
45647;28.01.2016
45647;10.02.2016
45652;28.01.2016
45652;17.02.2016
45655;28/01/2016
45655;10/02/2016
45660;информация уточняется
45660;информация уточняется
45671;информация уточняется
45671;информация уточняется
45689;информация уточняется
45689;информация уточняется
45691;информация уточняется
45691;информация уточняется
45693;информация уточняется
45693;информация уточняется
45695;информация уточняется
45695;информация уточняется
45699;20.08.2019
45699;информация уточняется
45701;информация уточняется
45701;информация уточняется
45703;информация уточняется
45703;информация уточняется
45705;информация уточняется
45705;информация уточняется
45706;«29» января 2016г.
45706;«18» февраля 2016г.
45707;информация уточняется
45707;информация уточняется
45708;информация уточняется
45708;информация уточняется
45710;информация уточняется
45710;информация уточняется
45712;29.01.2016
45712;11.02.2016
45715; 29.01.2016 
45715;25.02.2016
45717;информация уточняется
45717;информация уточняется
45723;информация уточняется
45723;информация уточняется
45726;29/01/2016
45726;11/02/2016
45748;1 февраля 2016 года
45748;16 февраля 2016 года
45750;1 февраля 2016 г.
45750;19 февраля 2016 г.
45751;1 февраля 2016 г.
45751;19 февраля 2016 г.
